Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P26570|PPZ1_YEAST	P26570	PPZ1_YEAST	PPZ1	692	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Serine/threonine-protein phosphatase PP-Z1	1:Experimental evidence at protein level	5.35	1.0000	0.9990	0.00000000000000	3	0	2	5	0	2	1.3592156E7	0	6741290.5	3C(57.0215)		sp|P33329|PPZ2_YEAST
sp|P26637|SYLC_YEAST	P26637	SYLC_YEAST	CDC60	1090	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Leucine--tRNA ligase, cytoplasmic	1:Experimental evidence at protein level	34.50	1.0000	0.9990	0.00000000000000	32	31	32	60	58	60	1.38935088E8	1.38935088E8	1.38935088E8	10C(57.0215),14C(57.0215),17C(57.0215),9C(57.0215),5C(57.0215),5C(57.0215)		
sp|P26754|RFA2_YEAST	P26754	RFA2_YEAST	RFA2	273	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Replication factor A protein 2	1:Experimental evidence at protein level	8.79	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	1.693212E7	1.693212E7	1.693212E7			
sp|P26783|RS5_YEAST	P26783	RS5_YEAST	RPS5	225	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	40S ribosomal protein S5	1:Experimental evidence at protein level	32.44	1.0000	0.9990	0.00000000000000	7	7	7	36	36	36	6.2345318E8	6.2345318E8	6.2345318E8	3C(57.0215),3C(57.0215)		
sp|P26784|RL16A_YEAST	P26784	RL16A_YEAST	RPL16A	199	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	60S ribosomal protein L16-A	1:Experimental evidence at protein level	42.71	1.0000	0.9990	0.00000000000000	10	6	6	33	17	17	8.3745805E8	2.70966944E8	2.70966944E8			
sp|P26785|RL16B_YEAST	P26785	RL16B_YEAST	RPL16B	198	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	60S ribosomal protein L16-B	1:Experimental evidence at protein level	43.43	1.0000	0.9990	0.00000000000000	10	6	10	34	18	34	8.3745805E8	2.32757152E8	8.3745805E8	N-term(42.0106)		
sp|P26786|RS7A_YEAST	P26786	RS7A_YEAST	RPS7A	190	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	40S ribosomal protein S7-A	1:Experimental evidence at protein level	39.47	1.0000	0.9990	0.00000000000000	8	4	4	31	12	12	5.04647872E8	2.37250176E8	2.37250176E8			
sp|P27472|GYS2_YEAST	P27472	GYS2_YEAST	GSY2	705	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Glycogen [starch] synthase isoform 2	1:Experimental evidence at protein level	23.40	1.0000	0.9990	0.00000000000000	15	11	15	20	14	20	6.3410592E7	5.1772964E7	6.3410592E7			
sp|P27476|NSR1_YEAST	P27476	NSR1_YEAST	NSR1	414	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Nuclear localization sequence-binding protein	1:Experimental evidence at protein level	29.71	1.0000	0.9990	0.00000000000000	11	11	11	13	13	13	8.0962136E7	8.0962136E7	8.0962136E7	4C(57.0215)		
sp|P27614|CBPS_YEAST	P27614	CBPS_YEAST	CPS1	576	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Carboxypeptidase S	1:Experimental evidence at protein level	28.30	1.0000	0.9990	0.00000000000000	14	14	14	31	31	31	1.32126464E8	1.32126464E8	1.32126464E8	8C(57.0215)		
sp|P27616|PUR7_YEAST	P27616	PUR7_YEAST	ADE1	306	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Phosphoribosylaminoimidazole-succinocarboxamide synthase	1:Experimental evidence at protein level	60.78	1.0000	0.9990	0.00000000000000	18	18	18	38	38	38	1.4040352E8	1.4040352E8	1.4040352E8			
sp|P27692|SPT5_YEAST	P27692	SPT5_YEAST	SPT5	1063	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Transcription elongation factor SPT5	1:Experimental evidence at protein level	11.48	1.0000	0.9990	0.00000000000000	11	11	11	10	10	10	2.6169412E7	2.6169412E7	2.6169412E7			
sp|P27809|KRE2_YEAST	P27809	KRE2_YEAST	KRE2	442	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Glycolipid 2-alpha-mannosyltransferase	1:Experimental evidence at protein level	14.25	1.0000	0.9990	0.00000000000000	6	6	6	9	9	9	4.3806992E7	4.3806992E7	4.3806992E7			
sp|P27810|KTR1_YEAST	P27810	KTR1_YEAST	KTR1	393	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Alpha-1,2 mannosyltransferase KTR1	1:Experimental evidence at protein level	17.05	1.0000	0.9990	0.00000000000000	7	7	7	8	8	8	3.8772756E7	3.8772756E7	3.8772756E7			
sp|P28000|RPAC2_YEAST	P28000	RPAC2_YEAST	RPC19	142	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	DNA-directed RNA polymerases I and III subunit RPAC2	1:Experimental evidence at protein level	36.62	1.0000	0.9990	0.00000000000000	4	4	4	6	6	6	1.2098858E7	1.2098858E7	1.2098858E7	6C(57.0215),7C(57.0215)		
sp|P28007|GAR1_YEAST	P28007	GAR1_YEAST	GAR1	205	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	H/ACA ribonucleoprotein complex subunit GAR1	1:Experimental evidence at protein level	15.61	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	3.1178538E7	3.1178538E7	3.1178538E7	1C(57.0215)		
sp|P28241|IDH2_YEAST	P28241	IDH2_YEAST	IDH2	369	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial	1:Experimental evidence at protein level	39.30	1.0000	0.9990	0.00000000000000	11	11	11	42	42	42	5.20822432E8	5.20822432E8	5.20822432E8	15C(57.0215)		
sp|P28272|PYRD_YEAST	P28272	PYRD_YEAST	URA1	314	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Dihydroorotate dehydrogenase (fumarate)	1:Experimental evidence at protein level	34.08	1.0000	0.9990	0.00000000000000	9	9	9	33	33	33	2.22326496E8	2.22326496E8	2.22326496E8	13M(15.9949),16C(57.0215)		
sp|P28274|URA7_YEAST	P28274	URA7_YEAST	URA7	579	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	CTP synthase 1	1:Experimental evidence at protein level	24.53	1.0000	0.9990	0.00000000000000	13	11	13	17	15	17	4.910992E7	4.910992E7	4.910992E7	1C(57.0215)		
sp|P28321|MGLL_YEAST	P28321	MGLL_YEAST	YJU3	313	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Monoglyceride lipase	1:Experimental evidence at protein level	14.38	1.0000	0.9990	0.00000000000000	4	4	4	6	6	6	3.3763116E7	3.3763116E7	3.3763116E7			
sp|P28495|CAPZA_YEAST	P28495	CAPZA_YEAST	CAP1	268	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	F-actin-capping protein subunit alpha	1:Experimental evidence at protein level	19.78	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	6.4879236E7	6.4879236E7	6.4879236E7			
sp|P28625|YIM1_YEAST	P28625	YIM1_YEAST	YIM1	365	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein YIM1	1:Experimental evidence at protein level	7.95	1.0000	0.9990	0.00000000000000	2	2	2	3	3	3	6482229.5	6482229.5	6482229.5			
sp|P28707|SBA1_YEAST	P28707	SBA1_YEAST	SBA1	216	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Co-chaperone protein SBA1	1:Experimental evidence at protein level	20.83	1.0000	0.9990	0.00000000000000	5	5	5	22	22	22	1.99671808E8	1.99671808E8	1.99671808E8			
sp|P28777|AROC_YEAST	P28777	AROC_YEAST	ARO2	376	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Chorismate synthase	1:Experimental evidence at protein level	19.41	1.0000	0.9990	0.00000000000000	7	7	7	10	10	10	4.450226E7	4.450226E7	4.450226E7	1C(57.0215),4C(57.0215)		
sp|P28834|IDH1_YEAST	P28834	IDH1_YEAST	IDH1	360	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial	1:Experimental evidence at protein level	37.50	1.0000	0.9990	0.00000000000000	15	15	15	46	46	46	3.58128544E8	3.58128544E8	3.58128544E8			
sp|P29311|BMH1_YEAST	P29311	BMH1_YEAST	BMH1	267	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein BMH1	1:Experimental evidence at protein level	73.03	1.0000	0.9990	0.00000000000000	14	4	14	82	20	82	8.7473901E8	4.52752032E8	8.7473901E8	8M(15.9949),9C(57.0215),9C(57.0215)		
sp|P29453|RL8B_YEAST	P29453	RL8B_YEAST	RPL8B	256	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	60S ribosomal protein L8-B	1:Experimental evidence at protein level	44.53	1.0000	0.9990	0.00000000000000	12	2	12	54	9	54	8.7832218E8	3.5233904E7	8.7832218E8			
sp|P29509|TRXB1_YEAST	P29509	TRXB1_YEAST	TRR1	319	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Thioredoxin reductase 1	1:Experimental evidence at protein level	44.20	1.0000	0.9990	0.00000000000000	9	8	9	23	19	23	1.74646224E8	1.74646224E8	1.74646224E8	14C(57.0215)		
sp|P29547|EF1G1_YEAST	P29547	EF1G1_YEAST	CAM1	415	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Elongation factor 1-gamma 1	1:Experimental evidence at protein level	34.22	1.0000	0.9990	0.00000000000000	16	14	14	44	39	39	2.15108192E8	1.705704E8	1.705704E8			
sp|P29704|ERG9_YEAST	P29704	ERG9_YEAST	ERG9	444	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Squalene synthase ERG9	1:Experimental evidence at protein level	25.90	1.0000	0.9990	0.00000000000000	11	11	11	22	22	22	4.38848E8	4.38848E8	4.38848E8	2C(57.0215),4C(57.0215)		
sp|P29952|MPI_YEAST	P29952	MPI_YEAST	PMI40	429	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Mannose-6-phosphate isomerase	1:Experimental evidence at protein level	20.98	1.0000	0.9990	0.00000000000000	11	11	11	11	11	11	8.2084944E7	8.2084944E7	8.2084944E7	10C(57.0215),12C(57.0215),18C(57.0215)		
sp|P30624|LCF1_YEAST	P30624	LCF1_YEAST	FAA1	700	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Long-chain-fatty-acid--CoA ligase 1	1:Experimental evidence at protein level	29.86	1.0000	0.9990	0.00000000000000	21	19	21	33	31	33	8.2022776E7	8.1135232E7	8.2022776E7	3C(57.0215)		
sp|P30822|XPO1_YEAST	P30822	XPO1_YEAST	CRM1	1084	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Exportin-1	1:Experimental evidence at protein level	18.73	1.0000	0.9990	0.00000000000000	20	20	20	23	23	23	3.9843492E7	3.9843492E7	3.9843492E7	1C(57.0215),7C(57.0215)		
sp|P31116|DHOM_YEAST	P31116	DHOM_YEAST	HOM6	359	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Homoserine dehydrogenase	1:Experimental evidence at protein level	49.30	1.0000	0.9990	0.00000000000000	15	15	15	51	51	51	3.19122528E8	3.19122528E8	3.19122528E8			
sp|P31373|CYS3_YEAST	P31373	CYS3_YEAST	CYS3	394	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Cystathionine gamma-lyase	1:Experimental evidence at protein level	34.01	1.0000	0.9990	0.00000000000000	10	10	10	37	37	37	3.09422112E8	3.09422112E8	3.09422112E8			
sp|P31382|PMT2_YEAST	P31382	PMT2_YEAST	PMT2	759	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Dolichyl-phosphate-mannose--protein mannosyltransferase 2	1:Experimental evidence at protein level	14.89	1.0000	0.9990	0.00000000000000	11	9	11	10	8	10	9.497668E7	9.497668E7	9.497668E7	27C(57.0215),2C(57.0215),6C(57.0215),6C(57.0215)		
sp|P31383|2AAA_YEAST	P31383	2AAA_YEAST	TPD3	635	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein phosphatase PP2A regulatory subunit A	1:Experimental evidence at protein level	11.34	1.0000	0.9990	0.00000000000000	8	8	8	8	8	8	4.08259E7	4.08259E7	4.08259E7	11C(57.0215)		
sp|P31384|CCR4_YEAST	P31384	CCR4_YEAST	CCR4	837	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4	1:Experimental evidence at protein level	5.02	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	8009188.0	8009188.0	8009188.0			
sp|P31412|VATC_YEAST	P31412	VATC_YEAST	VMA5	392	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	V-type proton ATPase subunit C	1:Experimental evidence at protein level	26.28	1.0000	0.9990	0.00000000000000	11	11	11	13	13	13	8.9940032E7	8.9940032E7	8.9940032E7			
sp|P31539|HS104_YEAST	P31539	HS104_YEAST	HSP104	908	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Heat shock protein 104	1:Experimental evidence at protein level	42.07	1.0000	0.9990	0.00000000000000	39	39	39	105	105	105	4.1464272E8	4.1464272E8	4.1464272E8	13C(57.0215),3C(57.0215),3C(57.0215),4C(57.0215),N-term(42.0106)		
sp|P31688|TPS2_YEAST	P31688	TPS2_YEAST	TPS2	896	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Trehalose-phosphatase	1:Experimental evidence at protein level	26.90	1.0000	0.9990	0.00000000000000	22	22	22	29	29	29	7.9317496E7	7.9317496E7	7.9317496E7	12C(57.0215),2C(57.0215),4C(57.0215),4C(57.0215),5C(57.0215),6C(57.0215),8C(57.0215),N-term(42.0106)		
sp|P31787|ACBP_YEAST	P31787	ACBP_YEAST	ACB1	87	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Acyl-CoA-binding protein	1:Experimental evidence at protein level	78.16	1.0000	0.9990	0.00000000000000	8	8	8	24	24	24	3.48890368E8	3.48890368E8	3.48890368E8			
sp|P32074|COPG_YEAST	P32074	COPG_YEAST	SEC21	935	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Coatomer subunit gamma	1:Experimental evidence at protein level	27.91	1.0000	0.9990	0.00000000000000	24	24	24	27	27	27	1.18921552E8	1.18921552E8	1.18921552E8	4C(57.0215),7C(57.0215),7C(57.0215),9C(57.0215)		
sp|P32178|CHMU_YEAST	P32178	CHMU_YEAST	ARO7	256	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Chorismate mutase	1:Experimental evidence at protein level	20.70	1.0000	0.9990	0.00000000000000	5	5	5	5	5	5	1.7691818E7	1.7691818E7	1.7691818E7	N-term(42.0106)		
sp|P32179|MET22_YEAST	P32179	MET22_YEAST	MET22	357	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	3'(2'),5'-bisphosphate nucleotidase	1:Experimental evidence at protein level	8.12	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	2.0087636E7	2.0087636E7	2.0087636E7	3C(57.0215),3C(57.0215)		
sp|P32191|GPDM_YEAST	P32191	GPDM_YEAST	GUT2	649	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Glycerol-3-phosphate dehydrogenase, mitochondrial	1:Experimental evidence at protein level	6.01	1.0000	0.9990	0.00000000000000	3	3	3	4	4	4	1.0319468E7	1.0319468E7	1.0319468E7			
sp|P32263|P5CR_YEAST	P32263	P5CR_YEAST	PRO3	286	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Pyrroline-5-carboxylate reductase	1:Experimental evidence at protein level	32.52	1.0000	0.9990	0.00000000000000	10	10	10	13	13	13	1.13638744E8	1.13638744E8	1.13638744E8			
sp|P32288|GLNA_YEAST	P32288	GLNA_YEAST	GLN1	370	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Glutamine synthetase	1:Experimental evidence at protein level	28.11	1.0000	0.9990	0.00000000000000	10	10	10	26	26	26	2.98025408E8	2.98025408E8	2.98025408E8			
sp|P32319|VPS10_YEAST	P32319	VPS10_YEAST	PEP1	1579	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Vacuolar protein sorting/targeting protein VPS10	1:Experimental evidence at protein level	8.68	1.0000	0.9990	0.00000000000000	16	13	16	16	13	16	2.63444E7	2.63444E7	2.63444E7	11C(57.0215),2C(57.0215),5C(57.0215),6C(57.0215),6C(57.0215)		
sp|P32324|EF2_YEAST	P32324	EF2_YEAST	EFT1	842	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Elongation factor 2	1:Experimental evidence at protein level	46.67	1.0000	0.9990	0.00000000000000	35	35	35	210	210	210	1.37233638E9	1.37233638E9	1.37233638E9	11M(15.9949),13M(15.9949),14C(57.0215),2M(15.9949),3C(57.0215),4M(15.9949),4M(15.9949),5M(15.9949),5M(15.9949),6M(15.9949),8C(57.0215),8M(15.9949),9M(15.9949)		
sp|P32327|PYC2_YEAST	P32327	PYC2_YEAST	PYC2	1180	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Pyruvate carboxylase 2	1:Experimental evidence at protein level	28.56	1.0000	0.9990	0.00000000000000	33	11	33	61	17	61	1.198196E8	5.484778E7	1.198196E8	3C(57.0215),5C(57.0215),6C(57.0215),8C(57.0215)		
sp|P32337|IMB3_YEAST	P32337	IMB3_YEAST	PSE1	1089	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Importin subunit beta-3	1:Experimental evidence at protein level	4.68	1.0000	0.9990	0.00000000000000	6	6	6	5	5	5	1.8651628E7	1.8651628E7	1.8651628E7	4C(57.0215),5C(57.0215)		
sp|P32347|DCUP_YEAST	P32347	DCUP_YEAST	HEM12	362	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Uroporphyrinogen decarboxylase	1:Experimental evidence at protein level	4.97	1.0000	0.9990	0.00000000000000	3	3	3	2	2	2	2.514623E7	2.514623E7	2.514623E7	6C(57.0215),6C(57.0215)		
sp|P32352|ERG2_YEAST	P32352	ERG2_YEAST	ERG2	222	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	C-8 sterol isomerase ERG2	1:Experimental evidence at protein level	22.52	1.0000	0.9990	0.00000000000000	4	4	4	5	5	5	6.7596288E7	6.7596288E7	6.7596288E7	6C(57.0215)		
sp|P32353|ERG3_YEAST	P32353	ERG3_YEAST	ERG3	365	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Delta(7)-sterol 5(6)-desaturase ERG3	1:Experimental evidence at protein level	4.66	1.0000	0.9990	0.00000000000000	3	3	3	2	2	2	8381630.0	8381630.0	8381630.0			
sp|P32356|TREA_YEAST	P32356	TREA_YEAST	NTH1	751	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Cytosolic neutral trehalase	1:Experimental evidence at protein level	15.98	1.0000	0.9990	0.00000000000000	16	15	16	13	12	13	3.8709544E7	3.8709544E7	3.8709544E7			
sp|P32366|VA0D_YEAST	P32366	VA0D_YEAST	VMA6	345	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	V-type proton ATPase subunit d	1:Experimental evidence at protein level	17.10	1.0000	0.9990	0.00000000000000	4	4	4	10	10	10	6.052714E7	6.052714E7	6.052714E7	15C(57.0215)		
sp|P32368|SAC1_YEAST	P32368	SAC1_YEAST	SAC1	623	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Phosphatidylinositol-3-phosphatase SAC1	1:Experimental evidence at protein level	21.83	1.0000	0.9990	0.00000000000000	12	12	12	16	16	16	7.2426688E7	7.2426688E7	7.2426688E7	3C(57.0215),6C(57.0215)		
sp|P32377|MVD1_YEAST	P32377	MVD1_YEAST	MVD1	396	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Diphosphomevalonate decarboxylase	1:Experimental evidence at protein level	20.20	1.0000	0.9990	0.00000000000000	6	6	6	9	9	9	4.6227272E7	4.6227272E7	4.6227272E7			
sp|P32379|PSA5_YEAST	P32379	PSA5_YEAST	PUP2	260	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Proteasome subunit alpha type-5	1:Experimental evidence at protein level	23.85	1.0000	0.9990	0.00000000000000	6	6	6	7	7	7	8.9721648E7	8.9721648E7	8.9721648E7	10C(57.0215)		
sp|P32381|ARP2_YEAST	P32381	ARP2_YEAST	ARP2	391	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Actin-related protein 2	1:Experimental evidence at protein level	32.74	1.0000	0.9990	0.00000000000000	12	12	12	17	17	17	7.370648E7	7.370648E7	7.370648E7	2C(57.0215),N-term(42.0106)		
sp|P32386|YBT1_YEAST	P32386	YBT1_YEAST	YBT1	1661	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	ATP-dependent bile acid permease	1:Experimental evidence at protein level	3.61	1.0000	0.9990	0.00000000000000	8	8	8	7	7	7	3.5512728E7	3.5512728E7	3.5512728E7			
sp|P32419|MDHP_YEAST	P32419	MDHP_YEAST	MDH3	343	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Malate dehydrogenase, peroxisomal	1:Experimental evidence at protein level	6.71	1.0000	0.9990	0.00000000000000	4	4	4	4	4	4	3.1191544E7	3.1191544E7	3.1191544E7			
sp|P32445|RIM1_YEAST	P32445	RIM1_YEAST	RIM1	135	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Single-stranded DNA-binding protein RIM1, mitochondrial	1:Experimental evidence at protein level	17.78	1.0000	0.9990	0.00000000000000	3	3	3	3	3	3	3.1905084E7	3.1905084E7	3.1905084E7			
sp|P32449|AROG_YEAST	P32449	AROG_YEAST	ARO4	370	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited	1:Experimental evidence at protein level	26.76	1.0000	0.9990	0.00000000000000	8	6	6	10	8	8	7.0061984E7	7.0061984E7	7.0061984E7	5C(57.0215),8C(57.0215)		
sp|P32453|ATP11_YEAST	P32453	ATP11_YEAST	ATP11	318	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Protein ATP11, mitochondrial	1:Experimental evidence at protein level	6.29	1.0000	0.9990	0.00000000000000	3	3	3	2	2	2	1.098082E7	1.098082E7	1.098082E7			
sp|P32454|APE2_YEAST	P32454	APE2_YEAST	APE2	952	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Aminopeptidase 2, mitochondrial	1:Experimental evidence at protein level	31.93	1.0000	0.9990	0.00000000000000	29	26	29	43	38	43	8.4120544E7	8.4120544E7	8.4120544E7	4C(57.0215),6C(57.0215)		
sp|P32457|CDC3_YEAST	P32457	CDC3_YEAST	CDC3	520	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Cell division control protein 3	1:Experimental evidence at protein level	13.46	1.0000	0.9990	0.00000000000000	8	8	8	7	7	7	4.056022E7	4.056022E7	4.056022E7			
sp|P32458|CDC11_YEAST	P32458	CDC11_YEAST	CDC11	415	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Cell division control protein 11	1:Experimental evidence at protein level	8.43	1.0000	0.9990	0.00000000000000	5	5	5	4	4	4	6.1379232E7	6.1379232E7	6.1379232E7			
sp|P32463|ACPM_YEAST	P32463	ACPM_YEAST	ACP1	125	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Acyl carrier protein, mitochondrial	1:Experimental evidence at protein level	14.40	1.0000	0.9990	0.00000000000000	2	2	2	7	7	7	7.2083624E7	7.2083624E7	7.2083624E7			
sp|P32466|HXT3_YEAST	P32466	HXT3_YEAST	HXT3	567	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Low-affinity glucose transporter HXT3	1:Experimental evidence at protein level	16.40	1.0000	0.9990	0.00000000000000	8	6	6	12	6	6	1.14284584E8	6.476598E7	6.476598E7			
sp|P32468|CDC12_YEAST	P32468	CDC12_YEAST	CDC12	407	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Cell division control protein 12	1:Experimental evidence at protein level	29.48	1.0000	0.9990	0.00000000000000	10	10	10	12	12	12	3.1994052E7	3.1994052E7	3.1994052E7	14C(57.0215)		
sp|P32469|DPH5_YEAST	P32469	DPH5_YEAST	DPH5	300	false	false	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Diphthine methyl ester synthase	1:Experimental evidence at protein level	16.67	1.0000	0.9990	0.00000000000000	4	4	4	6	6	6	2.4951292E7	2.4951292E7	2.4951292E7			
